date,expiry,type,entry_ts,atm,lot,short_strike,long_strike,credit,margin,alpha,alpha2,spot_entry,exit_ts,exit_reason,exit_cost_to_close,gross_pnl,charges,net_pnl
2025-07-09,2025-07-10,bull_put,2025-07-09 10:16:00,25550,75,25550,25150,65.95,25053.75,0.9088607594936708,0.8677966101694915,25534.85,2025-07-10 09:32:00,SL,116.35000000000001,-3780.0000000000005,106.19599227500001,-3886.1959922750007
2025-07-10,2025-07-10,bear_call,2025-07-10 10:50:00,25400,75,25400,25800,52.1,26092.5,0.1291139240506329,0.16610169491525423,25403.55,2025-07-10 15:16:00,TIME,0.15000000000000002,3896.25,100.19720980249998,3796.0527901975
2025-07-11,2025-07-17,bear_call,2025-07-11 10:20:00,25250,75,25250,25650,113.54999999999998,21483.750000000004,0.07341772151898734,0.07457627118644068,25239.55,2025-07-14 15:16:00,TIME,48.75,4859.999999999999,112.00378143499998,4747.996218564999
2025-07-15,2025-07-17,bear_call,2025-07-15 10:19:00,25100,75,25100,25500,92.65,23051.25,0.14936708860759493,0.03728813559322034,25113.75,2025-07-15 11:02:00,SL,144.05,-3855.0000000000005,112.92197712500001,-3967.9219771250005
2025-07-15,2025-07-17,bull_put,2025-07-15 11:10:00,25250,75,25250,24850,78.30000000000001,24127.5,0.9493670886075949,0.8542372881355932,25231.75,2025-07-16 09:26:00,SL,127.50000000000001,-3690.0,109.279218455,-3799.279218455
2025-07-16,2025-07-17,bull_put,2025-07-16 10:21:00,25150,75,25150,24750,55.050000000000004,25871.25,0.8468354430379746,0.9186440677966101,25148.9,2025-07-17 15:16:00,TIME,34.9,1511.2500000000005,101.8012007825,1409.4487992175004
2025-07-18,2025-07-24,bear_call,2025-07-18 10:16:00,25000,75,25000,25400,125.74999999999999,20568.75,0.06455696202531645,0.06779661016949153,24996.35,2025-07-21 15:16:00,TIME,139.45000000000002,-1027.5000000000023,118.32284451499999,-1145.8228445150023
2025-07-22,2025-07-24,bull_put,2025-07-22 10:22:00,25100,75,25100,24700,57.3,25702.5,0.8759493670886076,0.8711864406779661,25119.3,2025-07-23 15:16:00,TIME,12.15,3386.25,102.06919732250002,3284.1808026775
2025-07-24,2025-07-24,bull_put,2025-07-24 10:19:00,25150,75,25150,24750,17.65,28676.25,0.8468354430379746,0.8847457627118644,25165.3,2025-07-24 11:58:00,SL,84.75,-5032.5,99.39086182999999,-5131.89086183
2025-07-24,2025-07-24,bull_put,2025-07-24 12:16:00,25050,75,25050,24650,38.300000000000004,27127.5,0.9873417721518988,0.8372881355932204,25051.1,2025-07-24 15:16:00,TIME,0.15000000000000002,2861.2500000000005,98.62162303250001,2762.6283769675006
2025-07-25,2025-07-31,bear_call,2025-07-25 10:32:00,24850,75,24850,25250,119.04999999999998,21071.250000000004,0.11772151898734177,0.17288135593220338,24855.5,2025-07-28 15:16:00,TIME,45.0,5553.749999999999,113.4800912525,5440.269908747499
